UNITID,EFFYLEV,EFYTOTLT,EFYTOTLM,EFYTOTLW
120883,4,2979,1214,1765
120953,1,7158,5863,1295
120953,2,7158,5863,1295
120971,1,34340,18293,16047
120971,2,34340,18293,16047
121044,1,36283,16944,19339
121044,2,36283,16944,19339
121150,1,8500,3537,4963
121150,2,3698,1510,2188
121150,4,4802,2027,2775
121257,1,1094,472,622
121257,2,1094,472,622
121275,1,275,196,79
121275,2,275,196,79
121309,1,4621,1543,3078
121309,2,3062,1086,1976
121309,4,1559,457,1102
121345,1,1661,826,835
121345,2,1661,826,835
121363,1,5322,2101,3221
121363,2,5322,2101,3221
121433,1,146,11,135
121433,2,146,11,135
121619,1,46704,29346,17358
121619,2,46704,29346,17358
121628,1,107,59,48
121628,4,107,59,48
121637,1,129,4,125
121637,2,129,4,125
121691,1,6061,2709,3352
121691,2,3848,1709,2139
121691,4,2213,1000,1213
121707,1,6235,2837,3398
121707,2,6235,2837,3398
121859,1,241,13,228
121859,2,241,13,228
121868,1,153,3,150
121868,2,153,3,150
121886,1,28014,16067,11947
121886,2,28014,16067,11947
121901,1,27802,11975,15827
121901,2,27802,11975,15827
121983,1,470,147,323
121983,2,170,54,116
121983,4,300,93,207
121992,1,218,65,153
121992,2,218,65,153
122117,1,337,156,181
122117,2,79,39,40
122117,4,258,117,141
122126,1,216,25,191
122126,2,43,3,40
122126,4,173,22,151
122180,1,32814,14063,18751
122180,2,32814,14063,18751
122205,1,30330,13521,16809
122205,2,30330,13521,16809
122296,1,2030,487,1543
122296,2,851,159,692
122296,4,1179,328,851
122339,1,25862,12141,13721
122339,2,25862,12141,13721
122366,1,244,231,13
122366,2,244,231,13
122375,1,36580,17349,19231
122375,2,36580,17349,19231
122384,1,22005,12369,9636
122384,2,22005,12369,9636
122409,1,36451,16302,20149
122409,2,30960,14117,16843
122409,4,5491,2185,3306
122436,1,9267,4027,5240
122436,2,6166,2821,3345
122436,4,3101,1206,1895
122454,1,752,282,470
122454,2,541,202,339
122454,4,211,80,131
122506,1,395,190,205
122506,2,167,92,75
122506,4,228,98,130
122597,1,33538,14548,18990
122597,2,29787,13155,16632
122597,4,3751,1393,2358
122603,1,194,104,90
122603,4,194,104,90
122612,1,12353,4610,7743
122612,2,7469,2895,4574
122612,4,4884,1715,3169
122649,1,188,100,88
122649,4,188,100,88
122658,1,25070,10493,14577
122658,2,25070,10493,14577
122685,1,9189,2731,6458
122685,2,9189,2731,6458
122728,1,1439,584,855
122728,2,1286,532,754
122728,4,153,52,101
122746,1,12811,5595,7216
122746,2,12811,5595,7216
122755,1,34395,17561,16834
122755,2,27855,14541,13314
122755,4,6540,3020,3520
122791,1,13890,6826,7064
122791,2,13890,6826,7064
122834,1,863,252,611
122834,2,863,252,611
122852,1,247,50,197
122852,2,247,50,197
122889,1,25556,11735,13821
122889,2,25556,11735,13821
122931,1,9785,4911,4874
122931,2,5759,2907,2852
122931,4,4026,2004,2022
122977,1,43356,20165,23191
122977,2,43356,20165,23191
123013,1,32465,14673,17792
123013,2,32465,14673,17792
123095,1,657,180,477
123095,4,657,180,477
123165,1,1059,22,1037
123165,2,1023,5,1018
123165,4,36,17,19
123217,1,14544,6329,8215
123217,2,14544,6329,8215
123280,1,61,37,24
123280,2,48,28,20
123280,4,13,9,4
123299,1,12300,5253,7047
123299,2,12300,5253,7047
123341,1,24931,11287,13644
123341,2,24931,11287,13644
123350,1,169,16,153
123350,2,169,16,153
123396,1,103,7,96
123396,2,103,7,96
123448,1,197,95,102
123448,4,197,95,102
123457,1,1405,502,903
123457,2,1081,385,696
123457,4,324,117,207
123484,1,4281,2570,1711
123484,2,4281,2570,1711
123493,1,780,282,498
123493,2,780,282,498
123509,1,15862,7295,8567
123509,2,15862,7295,8567
123527,1,17811,7487,10324
123527,2,17811,7487,10324
123554,1,4639,1803,2836
123554,2,3105,1251,1854
123554,4,1534,552,982
123563,1,14284,6013,8271
123563,2,14284,6013,8271
123572,1,9926,3683,6243
123572,2,9053,3458,5595
123572,4,873,225,648
123633,1,831,364,467
123633,2,90,32,58
123633,4,741,332,409
123642,1,429,45,384
123642,2,429,45,384
123651,1,2864,958,1906
123651,2,2451,838,1613
123651,4,413,120,293
123679,1,1060,317,743
123679,2,1060,317,743
123800,1,24768,11492,13276
123800,2,24768,11492,13276
123855,1,123,114,9
123855,4,123,114,9
123916,1,105,32,73
123916,4,105,32,73
123943,1,471,123,348
123943,4,471,123,348
123952,1,542,324,218
123952,2,287,180,107
123952,4,255,144,111
123961,1,47765,22536,25229
123961,2,20543,10196,10347
123961,4,27222,12340,14882
123970,1,1097,471,626
123970,4,1097,471,626
124113,1,9261,5865,3396
124113,2,9261,5865,3396
124283,1,404,228,176
124283,4,404,228,176
124292,1,378,191,187
124292,2,378,191,187
124487,1,311,150,161
124487,2,275,138,137
124487,4,36,12,24
124681,1,1090,300,790
124681,2,1090,300,790
124706,1,1205,225,980
124706,2,1205,225,980
124779,1,21,1,20
124779,2,21,1,20
124937,1,1220,369,851
124937,2,1220,369,851
125028,1,19252,8411,10841
125028,2,19252,8411,10841
125037,1,122,49,73
125037,4,122,49,73
125082,1,176,29,147
125082,2,176,29,147
125091,1,16344,6992,9352
125091,2,16344,6992,9352
125170,1,12028,5196,6832
125170,2,12028,5196,6832
125231,1,83654,20541,63113
125231,2,13809,3388,10421
125231,4,69845,17153,52692
125310,1,45,14,31
125310,2,45,14,31
125462,1,4545,1920,2625
125462,2,4545,1920,2625
125471,1,18120,7343,10777
125471,2,18120,7343,10777
125499,1,14455,6776,7679
125499,2,14455,6776,7679
125532,1,2130,219,1911
125532,2,2130,219,1911
125718,1,150,138,12
125718,4,150,138,12
125727,1,1359,528,831
125727,2,1359,528,831
125763,1,2407,999,1408
125763,2,1709,748,961
125763,4,698,251,447
125897,1,1832,915,917
125897,2,1526,765,761
125897,4,306,150,156
126012,1,467,107,360
126012,4,467,107,360
126030,1,366,170,196
126030,4,366,170,196
126049,1,742,346,396
126049,4,742,346,396
126076,1,234,234,0
126076,2,234,234,0
126119,1,10244,4008,6236
126119,2,10244,4008,6236
126164,1,116,2,114
126164,2,116,2,114
126182,1,4336,2048,2288
126182,2,2685,1485,1200
126182,4,1651,563,1088
126207,1,7540,3094,4446
126207,2,7540,3094,4446
126289,1,14593,6278,8315
126289,2,14593,6278,8315
126359,1,642,74,568
126359,2,642,74,568
126401,1,306,87,219
126401,2,306,87,219
126562,1,30135,12757,17378
126562,2,18332,8320,10012
126562,4,11803,4437,7366
126580,1,16339,7664,8675
126580,2,13528,6425,7103
126580,4,2811,1239,1572
126605,1,436,406,30
126605,2,436,406,30
126614,1,37018,20505,16513
126614,2,30187,16683,13504
126614,4,6831,3822,3009
126669,1,10872,4021,6851
126669,2,10088,3771,6317
126669,4,784,250,534
126678,1,2416,1075,1341
126678,2,2322,1059,1263
126678,4,94,16,78
126687,1,1191,196,995
126687,2,1191,196,995
126702,1,1619,879,740
126702,2,1619,879,740
126711,1,8588,3822,4766
126711,2,8588,3822,4766
126748,1,1638,724,914
126748,2,1638,724,914
126775,1,6992,4713,2279
126775,2,4821,3493,1328
126775,4,2171,1220,951
126784,1,284,282,2
126784,2,284,282,2
126818,1,35449,17165,18284
126818,2,26719,12919,13800
126818,4,8730,4246,4484
126827,1,43755,16782,26973
126827,2,38580,14431,24149
126827,4,5175,2351,2824
126863,1,10529,4355,6174
126863,2,10529,4355,6174
126872,1,397,81,316
126872,2,397,81,316
126915,1,653,213,440
126915,2,653,213,440
126942,1,13616,5993,7623
126942,2,13616,5993,7623
126951,1,1638,1550,88
126951,2,1638,1550,88
126979,1,1115,634,481
126979,4,1115,634,481
127060,1,13722,5986,7736
127060,2,6151,2851,3300
127060,4,7571,3135,4436
127158,1,4891,3670,1221
127158,2,4891,3670,1221
127185,1,4123,2009,2114
127185,2,4086,2003,2083
127185,4,37,6,31
127200,1,30086,12941,17145
127200,2,30086,12941,17145
127219,1,44,7,37
127219,2,44,7,37
127228,1,190,11,179
127228,2,190,11,179
127273,1,366,162,204
127273,4,366,162,204
127316,1,407,67,340
127316,2,407,67,340
127389,1,996,451,545
127389,2,996,451,545
127556,1,10958,5052,5906
127556,2,10751,4988,5763
127556,4,207,64,143
127565,1,25417,11758,13659
127565,2,24868,11597,13271
127565,4,549,161,388
127617,1,2171,739,1432
127617,2,2171,739,1432
127653,1,1133,365,768
127653,2,516,186,330
127653,4,617,179,438
127680,1,357,169,188
127680,2,357,169,188
127714,1,1173,716,457
127714,2,1173,716,457
127732,1,2185,885,1300
127732,2,2185,885,1300
127741,1,14724,4891,9833
127741,2,10835,3968,6867
127741,4,3889,923,2966
127778,1,1847,805,1042
127778,2,1847,805,1042
127787,1,400,62,338
127787,2,400,62,338
127820,1,19020,8432,10588
127820,2,19020,8432,10588
127839,1,593,145,448
127839,2,593,145,448
127884,1,8916,4131,4785
127884,2,8916,4131,4785
127909,1,13682,6738,6944
127909,2,13682,6738,6944
127918,1,11390,4330,7060
127918,2,5548,2274,3274
127918,4,5842,2056,3786
127945,1,1369,476,893
127945,2,1345,469,876
127945,4,24,7,17
127954,1,94,5,89
127954,2,29,0,29
127954,4,65,5,60
128106,1,16565,4903,11662
128106,2,6683,3057,3626
128106,4,9882,1846,8036
128151,1,1342,630,712
128151,2,1342,630,712
128179,1,1381,1126,255
128179,2,1381,1126,255
128188,1,1314,549,765
128188,2,1314,549,765
128258,1,2291,1034,1257
128258,2,2291,1034,1257
128328,1,4112,3147,965
128328,2,4112,3147,965
128337,1,124,1,123
128337,2,124,1,123
128391,1,3821,1993,1828
128391,2,3268,1816,1452
128391,4,553,177,376
128498,1,2145,682,1463
128498,2,1658,549,1109
128498,4,487,133,354
128540,1,160,5,155
128540,2,160,5,155
128577,1,2388,1059,1329
128577,2,2388,1059,1329
128586,1,67,67,0
128586,2,67,67,0
128674,1,602,174,428
128674,2,602,174,428
128683,1,858,200,658
128683,2,858,200,658
128726,1,207,34,173
128726,2,207,34,173
128744,1,6770,2964,3806
128744,2,3351,1196,2155
128744,4,3419,1768,1651
128771,1,14280,7060,7220
128771,2,11213,5976,5237
128771,4,3067,1084,1983
128780,1,2507,805,1702
128780,2,2507,805,1702
128896,1,457,109,348
128896,2,457,109,348
128902,1,1976,755,1221
128902,2,1972,754,1218
128902,4,4,1,3
129002,1,505,314,191
129002,2,505,314,191
129020,1,29499,14657,14842
129020,2,20152,10097,10055
129020,4,9347,4560,4787
129154,1,5019,935,4084
129154,2,5019,935,4084
129181,1,1200,1136,64
129181,2,1200,1136,64
129215,1,5989,2729,3260
129215,2,5699,2629,3070
129215,4,290,100,190
129242,1,5901,2292,3609
129242,2,4398,1767,2631
129242,4,1503,525,978
129349,1,192,6,186
129349,2,192,6,186
129367,1,5227,1595,3632
129367,2,5227,1595,3632
129428,1,144,106,38
129428,4,144,106,38
129482,1,641,124,517
129482,2,641,124,517
129491,1,176,88,88
129491,4,176,88,88
129525,1,8842,4239,4603
129525,2,6085,3051,3034
129525,4,2757,1188,1569
129534,1,626,444,182
129534,2,176,110,66
129534,4,450,334,116
129543,1,7319,2854,4465
129543,2,7319,2854,4465
129695,1,9964,4532,5432
129695,2,9964,4532,5432
129729,1,9299,3946,5353
129729,2,9299,3946,5353
129756,1,4355,1790,2565
129756,2,4355,1790,2565
129774,1,790,440,350
129774,2,790,440,350
129808,1,5639,2348,3291
129808,2,5639,2348,3291
129923,1,687,296,391
129923,2,687,296,391
129932,1,710,683,27
129932,2,710,683,27
129941,1,7774,4037,3737
129941,2,5386,2744,2642
129941,4,2388,1293,1095
129969,1,389,83,306
129969,2,389,83,306
130004,1,8483,3630,4853
130004,2,8483,3630,4853
130040,1,2015,666,1349
130040,2,2015,666,1349
130110,1,143,49,94
130110,2,143,49,94
130174,1,4195,2818,1377
130174,2,4195,2818,1377
130183,1,15219,6181,9038
130183,2,14096,5767,8329
130183,4,1123,414,709
130217,1,2098,833,1265
130217,2,2098,833,1265
130226,1,10962,4203,6759
130226,2,7418,2918,4500
130226,4,3544,1285,2259
130253,1,9939,3267,6672
130253,2,5775,2065,3710
130253,4,4164,1202,2962
130314,1,3109,379,2730
130314,2,1124,34,1090
130314,4,1985,345,1640
130396,1,11003,4531,6472
130396,2,11003,4531,6472
130448,1,1009,142,867
130448,2,1009,142,867
130493,1,12356,4514,7842
130493,2,9286,3666,5620
130493,4,3070,848,2222
130509,1,816,75,741
130509,2,816,75,741
130581,1,138,44,94
130581,4,138,44,94
130590,1,2590,1331,1259
130590,2,2434,1257,1177
130590,4,156,74,82
130606,1,5920,2627,3293
130606,2,5920,2627,3293
130624,1,583,233,350
130624,2,583,233,350
130697,1,3412,1551,1861
130697,2,3091,1403,1688
130697,4,321,148,173
130776,1,7094,3220,3874
130776,2,6423,2987,3436
130776,4,671,233,438
130785,1,12,1,11
130785,4,12,1,11
130794,1,14107,6988,7119
130794,2,7150,3494,3656
130794,4,6957,3494,3463
130837,1,46,7,39
130837,2,46,7,39
130873,1,686,39,647
130873,2,686,39,647
130907,1,18957,7167,11790
130907,2,18957,7167,11790
130934,1,4820,1808,3012
130934,2,4413,1638,2775
130934,4,407,170,237
130943,1,24551,10797,13754
130943,2,20498,8783,11715
130943,4,4053,2014,2039
130989,1,2605,1294,1311
130989,2,692,286,406
130989,4,1913,1008,905
131061,1,178,6,172
131061,2,178,6,172
131098,1,1784,785,999
131098,2,1693,749,944
131098,4,91,36,55
131113,1,21374,8104,13270
131113,2,12169,4371,7798
131113,4,9205,3733,5472
131159,1,14882,5648,9234
131159,2,8666,3274,5392
131159,4,6216,2374,3842
131283,1,6997,3273,3724
131283,2,3561,1679,1882
131283,4,3436,1594,1842
131399,1,6178,2420,3758
131399,2,5754,2285,3469
131399,4,424,135,289
131405,1,126,87,39
131405,4,126,87,39
131450,1,1654,667,987
131450,2,1126,535,591
131450,4,528,132,396
131469,1,29735,12633,17102
131469,2,12039,5307,6732
131469,4,17696,7326,10370
131496,1,21817,10061,11756
131496,2,8719,3879,4840
131496,4,13098,6182,6916
131520,1,10492,3688,6804
131520,2,7203,2382,4821
131520,4,3289,1306,1983
131803,1,1898,714,1184
131803,2,1330,493,837
131803,4,568,221,347
131830,1,55,32,23
131830,2,55,32,23
131876,1,2498,188,2310
131876,2,1796,64,1732
131876,4,702,124,578
131973,1,778,405,373
131973,4,778,405,373
132268,1,380,364,16
132268,2,380,364,16
132338,1,1747,777,970
132338,2,1747,777,970
132374,1,4654,3845,809
132374,2,4654,3845,809
132408,1,567,361,206
132408,2,537,337,200
132408,4,30,24,6
132471,1,9387,3301,6086
132471,2,4403,1740,2663
132471,4,4984,1561,3423
132602,1,4287,1787,2500
132602,2,4063,1703,2360
132602,4,224,84,140
132657,1,3242,1618,1624
132657,2,2186,1136,1050
132657,4,1056,482,574
132675,1,247,102,145
132675,2,247,102,145
132693,1,20692,8474,12218
132693,2,20692,8474,12218
132709,1,63024,25897,37127
132709,2,63024,25897,37127
132806,1,15,1,14
132806,2,15,1,14
132842,1,1475,340,1135
132842,2,589,167,422
132842,4,886,173,713
132851,1,10099,3861,6238
132851,2,10099,3861,6238
132879,1,220,118,102
132879,2,220,118,102
132903,1,74170,32973,41197
132903,2,63692,28683,35009
132903,4,10478,4290,6188
132976,1,289,82,207
132976,2,289,82,207
133021,1,2712,1016,1696
133021,2,2712,1016,1696
133155,1,881,377,504
133155,2,881,377,504
133386,1,20303,8130,12173
133386,2,20303,8130,12173
133465,1,1762,334,1428
133465,2,1511,279,1232
133465,4,251,55,196
133492,1,2278,869,1409
133492,2,2278,869,1409
133508,1,21180,8359,12821
133508,2,21180,8359,12821
133526,1,3650,1720,1930
133526,2,3650,1720,1930
133553,1,6263,5034,1229
133553,2,5629,4571,1058
133553,4,634,463,171
133650,1,11178,4108,7070
133650,2,9130,3363,5767
133650,4,2048,745,1303
133669,1,38224,16400,21824
133669,2,32087,13963,18124
133669,4,6137,2437,3700
133702,1,41069,16449,24620
133702,2,41069,16449,24620
133711,1,2840,1116,1724
133711,2,2840,1116,1724
133809,1,576,270,306
133809,2,576,270,306
133845,1,873,114,759
133845,2,873,114,759
133854,1,855,147,708
133854,2,855,147,708
133863,1,779,114,665
133863,2,779,114,665
133872,1,2533,548,1985
133872,2,2260,475,1785
133872,4,273,73,200
133881,1,7849,5194,2655
133881,2,3902,2763,1139
133881,4,3947,2431,1516
133942,1,79,7,72
133942,2,79,7,72
133951,1,66721,28858,37863
133951,2,55100,24043,31057
133951,4,11621,4815,6806
133960,1,1482,659,823
133960,2,1482,659,823
133979,1,1650,602,1048
133979,2,1569,587,982
133979,4,81,15,66
133997,1,483,220,263
133997,2,483,220,263
134024,1,249,77,172
134024,2,249,77,172
134079,1,3174,1077,2097
134079,2,2737,961,1776
134079,4,437,116,321
134097,1,44269,19916,24353
134097,2,35129,15883,19246
134097,4,9140,4033,5107
134112,1,7285,2135,5150
134112,2,7285,2135,5150
134130,1,57377,26259,31118
134130,2,36703,16559,20144
134130,4,20674,9700,10974
134149,1,918,209,709
134149,2,737,166,571
134149,4,181,43,138
134228,1,34,14,20
134228,2,34,14,20
134237,1,27777,19612,8165
134237,2,24698,17953,6745
134237,4,3079,1659,1420
134291,1,901,694,207
134291,2,901,694,207
134307,1,1408,1328,80
134307,2,1408,1328,80
134343,1,8157,3366,4791
134343,2,8157,3366,4791
134422,1,162,20,142
134422,2,162,20,142
134495,1,37959,16532,21427
134495,2,37959,16532,21427
134510,1,261,143,118
134510,2,261,143,118
134529,1,455,39,416
134529,2,455,39,416
134574,1,300,90,210
134574,2,300,90,210
134608,1,24729,9849,14880
134608,2,24729,9849,14880
134680,1,358,141,217
134680,2,358,141,217
134714,1,364,59,305
134714,2,364,59,305
134811,1,3313,1248,2065
134811,2,3220,1226,1994
134811,4,93,22,71
134945,1,5462,1700,3762
134945,2,4062,1344,2718
134945,4,1400,356,1044
135063,1,483,93,390
135063,2,483,93,390
135081,1,35462,10826,24636
135081,2,32937,10055,22882
135081,4,2525,771,1754
135124,1,964,182,782
135124,2,964,182,782
135142,1,479,13,466
135142,2,479,13,466
135160,1,4207,1545,2662
135160,2,4207,1545,2662
135179,1,1073,547,526
135179,2,1073,547,526
135188,1,6078,2382,3696
135188,2,6078,2382,3696
135267,1,1348,942,406
135267,2,1348,942,406
135276,1,889,540,349
135276,2,889,540,349
135294,1,1249,711,538
135294,2,1249,711,538
135337,1,254,23,231
135337,2,254,23,231
135364,1,1427,1041,386
135364,2,454,322,132
135364,4,973,719,254
135391,1,14939,5805,9134
135391,2,14939,5805,9134
135407,1,1712,900,812
135407,2,1712,900,812
135522,1,557,269,288
135522,2,557,269,288
135559,1,126,16,110
135559,2,126,16,110
135610,1,351,146,205
135610,2,234,100,134
135610,4,117,46,71
135647,1,1791,1391,400
135647,2,1791,1391,400
135717,1,91749,38886,52863
135717,2,91749,38886,52863
135726,1,18915,9180,9735
135726,2,12243,5920,6323
135726,4,6672,3260,3412
135735,1,3169,2461,708
135735,2,3169,2461,708
135771,1,712,157,555
135771,2,712,157,555
135939,1,52,21,31
135939,2,52,21,31
136066,1,895,523,372
136066,2,895,523,372
136109,1,210,13,197
136109,2,210,13,197
136145,1,1682,577,1105
136145,2,1682,577,1105
136172,1,18821,8192,10629
136172,2,16481,7387,9094
136172,4,2340,805,1535
136215,1,27202,8211,18991
136215,2,5136,1519,3617
136215,4,22066,6692,15374
136233,1,8632,3738,4894
136233,2,8632,3738,4894
136288,1,367,112,255
136288,2,328,90,238
136288,4,39,22,17
136303,1,1710,696,1014
136303,2,1710,696,1014
136330,1,4443,1618,2825
136330,2,3402,1275,2127
136330,4,1041,343,698
136358,1,41851,17830,24021
136358,2,41851,17830,24021
136400,1,15199,6004,9195
136400,2,15199,6004,9195
136473,1,13812,5467,8345
136473,2,13812,5467,8345
136491,1,1834,1114,720
136491,2,1834,1114,720
136516,1,15197,5659,9538
136516,2,15197,5659,9538
136659,1,776,413,363
136659,2,776,413,363
136701,1,151,145,6
136701,4,151,145,6
136765,1,517,261,256
136765,2,517,261,256
136774,1,1277,473,804
136774,2,1277,473,804
136783,1,85,8,77
136783,2,85,8,77
136826,1,1239,825,414
136826,2,1239,825,414
136950,1,3521,1487,2034
136950,2,2874,1200,1674
136950,4,647,287,360
137023,1,866,413,453
137023,2,866,413,453
137032,1,27146,11279,15867
137032,2,21098,8917,12181
137032,4,6048,2362,3686
137078,1,41532,16688,24844
137078,2,41532,16688,24844
137087,1,1585,916,669
137087,2,1585,916,669
137096,1,19909,9001,10908
137096,2,19909,9001,10908
137120,1,1744,1117,627
137120,2,1744,1117,627
137148,1,768,203,565
137148,2,211,69,142
137148,4,557,134,423
137209,1,24801,10957,13844
137209,2,24801,10957,13844
137245,1,2840,1404,1436
137245,2,2840,1404,1436
137272,1,92,91,1
137272,2,65,64,1
137272,4,27,27,0
137281,1,9241,3452,5789
137281,2,9241,3452,5789
137315,1,3532,1398,2134
137315,2,3532,1398,2134
137351,1,47019,21009,26010
137351,2,34324,15514,18810
137351,4,12695,5495,7200
137476,1,6263,2453,3810
137476,2,3753,1589,2164
137476,4,2510,864,1646
137546,1,4600,1976,2624
137546,2,3179,1367,1812
137546,4,1421,609,812
137564,1,5325,2290,3035
137564,2,4489,1981,2508
137564,4,836,309,527
137591,1,609,145,464
137591,2,609,145,464
137713,1,233,55,178
137713,2,233,55,178
137759,1,17416,8185,9231
137759,2,17416,8185,9231
137777,1,59,59,0
137777,2,47,47,0
137777,4,12,12,0
137801,1,617,342,275
137801,2,578,325,253
137801,4,39,17,22
137810,1,354,122,232
137810,2,341,118,223
137810,4,13,4,9
137847,1,9067,3915,5152
137847,2,7724,3291,4433
137847,4,1343,624,719
137856,1,237,123,114
137856,2,237,123,114
137865,1,618,316,302
137865,2,618,316,302
137953,1,489,289,200
137953,2,459,273,186
137953,4,30,16,14
137962,1,250,137,113
137962,2,250,137,113
138132,1,128,13,115
138132,2,128,13,115
138187,1,60908,27131,33777
138187,2,60908,27131,33777
138275,1,1362,678,684
138275,2,1164,598,566
138275,4,198,80,118
138284,1,574,289,285
138284,2,574,289,285
138293,1,807,563,244
138293,2,747,529,218
138293,4,60,34,26
138309,1,12305,3039,9266
138309,2,12305,3039,9266
138354,1,16163,6621,9542
138354,2,12463,5359,7104
138354,4,3700,1262,2438
138372,1,2174,1251,923
138372,2,2174,1251,923
138479,1,1599,870,729
138479,2,1599,870,729
138488,1,1462,692,770
138488,2,1462,692,770
138497,1,481,300,181
138497,2,481,300,181
138558,1,3991,1864,2127
138558,2,3991,1864,2127
138600,1,959,13,946
138600,2,959,13,946
138655,1,727,536,191
138655,2,727,536,191
138664,1,84,19,65
138664,2,84,19,65
138682,1,5036,1843,3193
138682,2,5036,1843,3193
138691,1,7221,1920,5301
138691,2,7221,1920,5301
138716,1,3949,1252,2697
138716,2,3303,1127,2176
138716,4,646,125,521
138761,1,352,178,174
138761,2,352,178,174
138789,1,8319,2714,5605
138789,2,7357,2481,4876
138789,4,962,233,729
138813,1,3191,1772,1419
138813,2,3191,1772,1419
138822,1,874,62,812
138822,2,874,62,812
138840,1,6017,2107,3910
138840,2,6017,2107,3910
138868,1,1849,904,945
138868,2,1849,904,945
138901,1,4437,1594,2843
138901,2,4437,1594,2843
138929,1,553,216,337
138929,4,553,216,337
138938,1,553,124,429
138938,2,553,124,429
138947,1,4028,1187,2841
138947,2,3022,865,2157
138947,4,1006,322,684
138956,1,6363,2694,3669
138956,2,6363,2694,3669
139010,1,3226,1049,2177
139010,2,3226,1049,2177
139144,1,2380,896,1484
139144,2,2189,835,1354
139144,4,191,61,130
139153,1,802,381,421
139153,2,513,238,275
139153,4,289,143,146
139199,1,3826,559,3267
139199,2,2057,235,1822
139199,4,1769,324,1445
139205,1,798,471,327
139205,2,798,471,327
139214,1,319,12,307
139214,2,319,12,307
139250,1,3847,1323,2524
139250,2,3847,1323,2524
139278,1,9306,3243,6063
139278,2,9306,3243,6063
139287,1,137,82,55
139287,2,137,82,55
139311,1,8618,2714,5904
139311,2,8051,2515,5536
139311,4,567,199,368
139348,1,260,132,128
139348,4,260,132,128
139357,1,5344,1933,3411
139357,2,5344,1933,3411
139366,1,10388,4247,6141
139366,2,8439,3404,5035
139366,4,1949,843,1106
139384,1,8265,3065,5200
139384,2,8265,3065,5200
139393,1,1150,487,663
139393,2,1081,464,617
139393,4,69,23,46
139463,1,5895,2392,3503
139463,2,5895,2392,3503
139506,1,236,106,130
139506,2,236,106,130
139579,1,2241,653,1588
139579,2,1150,378,772
139579,4,1091,275,816
139621,1,3805,1598,2207
139621,2,3805,1598,2207
139630,1,937,499,438
139630,2,937,499,438
139658,1,15421,6552,8869
139658,2,7764,3224,4540
139658,4,7657,3328,4329
139700,1,7580,2778,4802
139700,2,7580,2778,4802
