UNITID,EFFYLEV,EFYTOTLT,EFYTOTLM,EFYTOTLW
219824,2,12233,4943,7290
219833,1,2324,1069,1255
219833,2,1642,743,899
219833,4,682,326,356
219842,1,574,377,197
219842,2,227,149,78
219842,4,347,228,119
219851,1,27,3,24
219851,2,27,3,24
219879,1,4531,1827,2704
219879,2,4531,1827,2704
219888,1,7065,2784,4281
219888,2,7065,2784,4281
219903,1,2524,242,2282
219903,2,2524,242,2282
219921,1,402,300,102
219921,2,402,300,102
219949,1,1927,737,1190
219949,2,1542,578,964
219949,4,385,159,226
219976,1,5565,2156,3409
219976,2,3546,1408,2138
219976,4,2019,748,1271
219994,1,1086,632,454
219994,2,1086,632,454
220002,1,300,76,224
220002,2,300,76,224
220057,1,3629,1258,2371
220057,2,3629,1258,2371
220075,1,16374,6930,9444
220075,2,12793,5635,7158
220075,4,3581,1295,2286
220118,1,577,76,501
220118,2,577,76,501
220127,1,854,408,446
220127,2,854,408,446
220163,1,86,4,82
220163,2,86,4,82
220181,1,868,303,565
220181,2,819,286,533
220181,4,49,17,32
220206,1,373,206,167
220206,2,358,191,167
220206,4,15,15,0
220215,1,2092,851,1241
220215,2,1464,628,836
220215,4,628,223,405
220251,1,312,159,153
220251,2,312,159,153
220279,1,835,497,338
220279,2,835,497,338
220312,1,298,146,152
220312,2,298,146,152
220321,1,624,363,261
220321,2,624,363,261
220394,1,349,154,195
220394,2,349,154,195
220400,1,6582,2470,4112
220400,2,6582,2470,4112
220464,1,131,50,81
220464,2,131,50,81
220473,1,1419,774,645
220473,2,991,523,468
220473,4,428,251,177
220491,1,336,20,316
220491,2,336,20,316
220516,1,3820,1309,2511
220516,2,3199,1121,2078
220516,4,621,188,433
220552,1,2397,648,1749
220552,2,1749,426,1323
220552,4,648,222,426
220598,1,1543,849,694
220598,2,1543,849,694
220604,1,1112,404,708
220604,2,1112,404,708
220613,1,5788,2466,3322
220613,2,5177,2178,2999
220613,4,611,288,323
220631,1,4492,1660,2832
220631,2,1820,527,1293
220631,4,2672,1133,1539
220640,1,827,400,427
220640,2,827,400,427
220701,1,1199,474,725
220701,2,1192,474,718
220701,4,7,0,7
220710,1,1266,579,687
220710,2,1266,579,687
220756,1,238,195,43
220756,2,238,195,43
220765,1,477,74,403
220765,2,477,74,403
220792,1,847,352,495
220792,4,847,352,495
220808,1,438,154,284
220808,2,375,136,239
220808,4,63,18,45
220853,1,1617,1039,578
220853,2,1617,1039,578
220862,1,24106,9879,14227
220862,2,19345,7908,11437
220862,4,4761,1971,2790
220871,1,324,178,146
220871,4,324,178,146
220978,1,26900,12186,14714
220978,2,23722,11007,12715
220978,4,3178,1179,1999
220996,1,224,108,116
220996,4,224,108,116
221050,1,1092,759,333
221050,2,1092,759,333
221096,1,6648,2798,3850
221096,2,6648,2798,3850
221102,1,587,319,268
221102,2,587,319,268
221148,1,2390,2306,84
221148,2,2390,2306,84
221157,1,214,8,206
221157,2,214,8,206
221184,1,14017,5759,8258
221184,2,14017,5759,8258
221236,1,574,383,191
221236,2,574,383,191
221254,1,203,29,174
221254,2,203,29,174
221281,1,569,245,324
221281,2,569,245,324
221333,1,1485,920,565
221333,2,1485,920,565
221351,1,2152,914,1238
221351,2,2130,904,1226
221351,4,22,10,12
221388,1,646,248,398
221388,2,646,248,398
221397,1,7515,2558,4957
221397,2,7515,2558,4957
221430,1,457,319,138
221430,2,457,319,138
221485,1,13414,5223,8191
221485,2,13414,5223,8191
221494,1,912,595,317
221494,2,912,595,317
221519,1,2015,974,1041
221519,2,1810,856,954
221519,4,205,118,87
221582,1,474,284,190
221582,2,474,284,190
221591,1,641,443,198
221591,2,641,443,198
221607,1,395,210,185
221607,2,395,210,185
221616,1,623,422,201
221616,2,623,422,201
221625,1,2121,867,1254
221625,2,2121,867,1254
221634,1,333,176,157
221634,2,333,176,157
221643,1,14472,6844,7628
221643,2,14472,6844,7628
221661,1,3424,1397,2027
221661,2,2884,1243,1641
221661,4,540,154,386
221670,1,530,208,322
221670,4,530,208,322
221731,1,1233,434,799
221731,2,1191,416,775
221731,4,42,18,24
221740,1,12673,5587,7086
221740,2,11060,4869,6191
221740,4,1613,718,895
221759,1,30613,15318,15295
221759,2,23677,12015,11662
221759,4,6936,3303,3633
221768,1,7817,3230,4587
221768,2,7256,3055,4201
221768,4,561,175,386
221795,1,109,90,19
221795,2,109,90,19
221829,1,344,12,332
221829,2,344,12,332
221838,1,10525,4143,6382
221838,2,8222,3367,4855
221838,4,2303,776,1527
221847,1,12027,6626,5401
221847,2,10658,5992,4666
221847,4,1369,634,735
221892,1,3475,1290,2185
221892,2,2210,920,1290
221892,4,1265,370,895
221908,1,7646,3645,4001
221908,2,7646,3645,4001
221953,1,2138,909,1229
221953,2,1883,815,1068
221953,4,255,94,161
221971,1,4613,1713,2900
221971,2,2990,1174,1816
221971,4,1623,539,1084
221999,1,13389,6133,7256
221999,2,7046,3548,3498
221999,4,6343,2585,3758
222026,1,63,1,62
222026,2,63,1,62
222053,1,10812,4317,6495
222053,2,10812,4317,6495
222062,1,7435,2921,4514
222062,2,7435,2921,4514
222099,1,446,22,424
222099,2,446,22,424
222105,1,397,379,18
222105,2,397,379,18
222178,1,5131,2051,3080
222178,2,3845,1581,2264
222178,4,1286,470,816
222567,1,8145,3586,4559
222567,2,8145,3586,4559
222576,1,13013,5014,7999
222576,2,13013,5014,7999
222628,1,2375,814,1561
222628,2,386,150,236
222628,4,1989,664,1325
222822,1,7068,2573,4495
222822,2,7068,2573,4495
222831,1,10063,4208,5855
222831,2,8132,3623,4509
222831,4,1931,585,1346
222877,1,257,160,97
222877,2,238,150,88
222877,4,19,10,9
222886,1,332,16,316
222886,2,332,16,316
222938,1,2358,1224,1134
222938,2,2358,1224,1134
222983,1,1294,615,679
222983,2,1276,609,667
222983,4,18,6,12
222992,1,65917,29504,36413
222992,2,65917,29504,36413
223001,1,180,79,101
223001,4,180,79,101
223056,1,108,6,102
223056,2,108,6,102
223083,1,694,128,566
223083,2,694,128,566
223117,1,159,128,31
223117,2,70,57,13
223117,4,89,71,18
223223,1,1628,779,849
223223,4,1628,779,849
223232,1,17861,7906,9955
223232,2,14785,6246,8539
223232,4,3076,1660,1416
223320,1,5952,2340,3612
223320,2,5952,2340,3612
223427,1,26662,12537,14125
223427,2,26662,12537,14125
223463,1,1137,322,815
223463,2,1137,322,815
223472,1,385,33,352
223472,2,385,33,352
223506,1,6348,3260,3088
223506,2,6348,3260,3088
223524,1,23681,9858,13823
223524,2,23681,9858,13823
223773,1,13668,5386,8282
223773,2,13668,5386,8282
223816,1,35434,20056,15378
223816,2,35434,20056,15378
223852,1,74,0,74
223852,2,74,0,74
223898,1,4610,1829,2781
223898,2,4610,1829,2781
223922,1,2039,1016,1023
223922,2,2039,1016,1023
224004,1,3095,1083,2012
224004,2,2017,722,1295
224004,4,1078,361,717
224013,1,42,1,41
224013,2,42,1,41
224110,1,13868,6028,7840
224110,2,13868,6028,7840
224147,1,13629,5461,8168
224147,2,10685,4422,6263
224147,4,2944,1039,1905
224156,1,473,27,446
224156,2,473,27,446
224226,1,6407,2500,3907
224226,2,3930,1602,2328
224226,4,2477,898,1579
224244,1,340,188,152
224244,2,340,188,152
224271,1,209,68,141
224271,2,209,68,141
224305,1,2573,1662,911
224305,4,2573,1662,911
224323,1,2740,1434,1306
224323,2,1474,659,815
224323,4,1266,775,491
224350,1,15165,6589,8576
224350,2,15165,6589,8576
224527,1,1424,660,764
224527,2,1300,605,695
224527,4,124,55,69
224545,1,2449,903,1546
224545,2,1796,702,1094
224545,4,653,201,452
224554,1,15587,6392,9195
224554,2,8943,3667,5276
224554,4,6644,2725,3919
224572,1,26205,10434,15771
224572,2,26205,10434,15771
224615,1,17807,6210,11597
224615,2,17807,6210,11597
224642,1,38426,17080,21346
224642,2,38426,17080,21346
224660,1,797,484,313
224660,2,797,484,313
224679,1,1516,1273,243
224679,2,1516,1273,243
224712,1,113,48,65
224712,4,113,48,65
224758,1,73,2,71
224758,2,73,2,71
224776,1,1354,653,701
224776,2,1340,647,693
224776,4,14,6,8
224828,1,124,9,115
224828,2,124,9,115
224891,1,1828,748,1080
224891,2,1828,748,1080
224961,1,3119,1234,1885
224961,2,3119,1234,1885
225070,1,6002,2468,3534
225070,2,6002,2468,3534
225201,1,1191,761,430
225201,2,1178,751,427
225201,4,13,10,3
225247,1,2380,1109,1271
225247,2,1820,840,980
225247,4,560,269,291
225308,1,10019,4449,5570
225308,2,10019,4449,5570
225371,1,6180,2490,3690
225371,2,6180,2490,3690
225399,1,3857,1366,2491
225399,2,2666,1025,1641
225399,4,1191,341,850
225414,1,10907,4265,6642
225414,2,6916,2407,4509
225414,4,3991,1858,2133
225423,1,84709,35614,49095
225423,2,84709,35614,49095
225432,1,17526,6987,10539
225432,2,16129,6369,9760
225432,4,1397,618,779
225502,1,5097,1823,3274
225502,2,3601,1246,2355
225502,4,1496,577,919
225511,1,49127,24862,24265
225511,2,39756,20118,19638
225511,4,9371,4744,4627
225520,1,5432,2162,3270
225520,2,5432,2162,3270
225548,1,1271,672,599
225548,2,1158,601,557
225548,4,113,71,42
225575,1,1185,496,689
225575,2,1114,468,646
225575,4,71,28,43
225627,1,11636,4852,6784
225627,2,8389,3421,4968
225627,4,3247,1431,1816
225779,1,60,25,35
225779,2,60,25,35
225788,1,117,52,65
225788,2,117,52,65
225876,1,865,356,509
225876,2,865,356,509
225885,1,1171,583,588
225885,2,1171,583,588
225991,1,158,82,76
225991,2,158,82,76
226019,1,7804,3283,4521
226019,2,7804,3283,4521
226091,1,21800,8238,13562
226091,2,11465,4760,6705
226091,4,10335,3478,6857
226107,1,3133,935,2198
226107,2,3133,935,2198
226116,1,2665,1137,1528
226116,2,2665,1137,1528
226125,1,238,23,215
226125,2,238,23,215
226134,1,11485,5147,6338
226134,2,11485,5147,6338
226152,1,9062,3676,5386
226152,2,7869,3189,4680
226152,4,1193,487,706
226204,1,9855,5515,4340
226204,2,9855,5515,4340
226231,1,3923,1730,2193
226231,2,3108,1519,1589
226231,4,815,211,604
226277,1,1426,1381,45
226277,2,1426,1381,45
226374,1,93,81,12
226374,2,93,81,12
226383,1,2304,804,1500
226383,2,1717,680,1037
226383,4,587,124,463
226408,1,5622,2313,3309
226408,2,5622,2313,3309
226471,1,4418,1786,2632
226471,2,3428,1244,2184
226471,4,990,542,448
226578,1,13101,4547,8554
226578,2,13101,4547,8554
226587,1,1267,719,548
226587,2,1265,719,546
226587,4,2,0,2
226675,1,378,80,298
226675,2,378,80,298
226772,1,53,2,51
226772,2,53,2,51
226806,1,10622,4509,6113
226806,2,10622,4509,6113
226833,1,7014,2944,4070
226833,2,6039,2588,3451
226833,4,975,356,619
226860,1,48,1,47
226860,2,48,1,47
226879,1,250,41,209
226879,2,250,41,209
226903,1,653,111,542
226903,2,653,111,542
226930,1,16583,6939,9644
226930,2,16583,6939,9644
227003,1,442,220,222
227003,2,442,220,222
227058,1,151,4,147
227058,2,151,4,147
227146,1,13386,5561,7825
227146,2,13386,5561,7825
227155,1,29,2,27
227155,2,29,2,27
227182,1,107195,44328,62867
227182,2,107195,44328,62867
227191,1,19013,8503,10510
227191,2,19013,8503,10510
227216,1,43103,20246,22857
227216,2,34448,16756,17692
227216,4,8655,3490,5165
227225,1,4146,1723,2423
227225,2,4146,1723,2423
227289,1,230,146,84
227289,4,230,146,84
227298,1,537,507,30
227298,2,537,507,30
227304,1,7910,3144,4766
227304,2,7910,3144,4766
227313,1,341,12,329
227313,2,341,12,329
227322,1,409,20,389
227322,2,409,20,389
227331,1,4150,1003,3147
227331,2,1625,496,1129
227331,4,2525,507,2018
227368,1,32995,14217,18778
227368,2,27811,12177,15634
227368,4,5184,2040,3144
227377,1,6011,2633,3378
227377,2,6011,2633,3378
227386,1,3448,1065,2383
227386,2,3448,1065,2383
227401,1,7093,2832,4261
227401,2,7093,2832,4261
227429,1,588,269,319
227429,2,588,269,319
227526,1,9435,3681,5754
227526,2,7650,3120,4530
227526,4,1785,561,1224
227687,1,2812,1224,1588
227687,2,2812,1224,1588
227748,1,388,361,27
227748,2,388,361,27
227757,1,7104,4037,3067
227757,2,4051,2135,1916
227757,4,3053,1902,1151
227766,1,33200,14603,18597
227766,2,33200,14603,18597
227836,1,937,269,668
227836,2,937,269,668
227845,1,5045,1955,3090
227845,2,4300,1701,2599
227845,4,745,254,491
227854,1,21335,8958,12377
227854,2,21335,8958,12377
227863,1,3989,1407,2582
227863,2,1927,804,1123
227863,4,2062,603,1459
227881,1,22518,8625,13893
227881,2,19163,7514,11649
227881,4,3355,1111,2244
227924,1,36935,15331,21604
227924,2,36935,15331,21604
227979,1,40988,18034,22954
227979,2,40988,18034,22954
228042,1,1416,570,846
228042,2,1338,547,791
228042,4,78,23,55
228088,1,43,2,41
228088,2,43,2,41
228149,1,3927,1882,2045
228149,2,2443,1121,1322
228149,4,1484,761,723
228158,1,13019,5928,7091
228158,2,13019,5928,7091
228185,1,70,55,15
228185,2,70,55,15
228194,1,1081,563,518
228194,4,1081,563,518
228200,1,608,262,346
228200,2,608,262,346
228219,1,708,170,538
228219,2,708,170,538
228246,1,12989,6707,6282
228246,2,6866,3405,3461
228246,4,6123,3302,2821
228282,1,148,13,135
228282,2,148,13,135
228316,1,7423,3106,4317
228316,2,7423,3106,4317
228325,1,2392,1167,1225
228325,2,1989,968,1021
228325,4,403,199,204
228343,1,1559,668,891
228343,2,1559,668,891
228431,1,14414,5240,9174
228431,2,12040,4539,7501
228431,4,2374,701,1673
228459,1,42316,18068,24248
228459,2,36791,15978,20813
228459,4,5525,2090,3435
228468,1,1014,420,594
228468,2,962,404,558
228468,4,52,16,36
228486,1,169,92,77
228486,2,169,92,77
228501,1,3680,1520,2160
228501,2,2626,1093,1533
228501,4,1054,427,627
228529,1,14293,5599,8694
228529,2,12194,4775,7419
228529,4,2099,824,1275
228547,1,76664,32224,44440
228547,2,76664,32224,44440
228608,1,7292,2515,4777
228608,2,7292,2515,4777
228635,1,2534,1243,1291
228635,4,2534,1243,1291
228644,1,3661,1459,2202
228644,2,1200,412,788
228644,4,2461,1047,1414
228653,1,3779,1159,2620
228653,2,979,177,802
228653,4,2800,982,1818
228699,1,5477,2075,3402
228699,2,5477,2075,3402
228705,1,11067,6239,4828
228705,2,7607,3967,3640
228705,4,3460,2272,1188
228723,1,68383,35802,32581
228723,2,51788,26574,25214
228723,4,16595,9228,7367
228769,1,54334,20490,33844
228769,2,39975,14703,25272
228769,4,14359,5787,8572
228778,1,54703,26747,27956
228778,2,42193,20256,21937
228778,4,12510,6491,6019
228787,1,27579,15573,12006
228787,2,17084,9658,7426
228787,4,10495,5915,4580
228796,1,28067,12771,15296
228796,2,23771,10886,12885
228796,4,4296,1885,2411
228802,1,10827,4312,6515
228802,2,7349,3154,4195
228802,4,3478,1158,2320
228866,1,301,160,141
228866,4,301,160,141
228875,1,10910,4435,6475
228875,2,9261,3714,5547
228875,4,1649,721,928
228884,1,952,594,358
228884,2,952,594,358
228909,1,2624,1133,1491
228909,4,2624,1133,1491
228981,1,1496,706,790
228981,2,1467,696,771
228981,4,29,10,19
229018,1,8588,3566,5022
229018,2,7119,3051,4068
229018,4,1469,515,954
229027,1,32621,16236,16385
229027,2,27364,13891,13473
229027,4,5257,2345,2912
229036,1,628,57,571
229036,2,628,57,571
229063,1,10271,4407,5864
229063,2,7720,3394,4326
229063,4,2551,1013,1538
229115,1,39532,21254,18278
229115,2,31494,17368,14126
229115,4,8038,3886,4152
229160,1,3062,1369,1693
229160,2,2293,1105,1188
229160,4,769,264,505
229179,1,18160,2271,15889
229179,2,11785,1498,10287
229179,4,6375,773,5602
229267,1,2545,1184,1361
229267,2,2298,1101,1197
229267,4,247,83,164
229300,1,5685,1900,3785
229300,2,946,147,799
229300,4,4739,1753,2986
229337,1,6834,1880,4954
229337,2,2513,362,2151
229337,4,4321,1518,2803
229355,1,15134,6235,8899
229355,2,15134,6235,8899
229416,1,2569,2479,90
229416,2,2569,2479,90
229425,1,285,8,277
229425,2,285,8,277
229504,1,6989,3082,3907
229504,2,6989,3082,3907
229522,1,222,28,194
229522,2,222,28,194
229540,1,5390,1854,3536
229540,2,5390,1854,3536
229656,1,353,9,344
229656,2,353,9,344
229780,1,7786,4016,3770
229780,2,5633,2965,2668
229780,4,2153,1051,1102
229799,1,7856,2983,4873
229799,2,7856,2983,4873
229814,1,11386,5009,6377
229814,2,8330,3689,4641
229814,4,3056,1320,1736
229832,1,4692,2245,2447
229832,2,4692,2245,2447
229841,1,10597,4700,5897
229841,2,10597,4700,5897
229887,1,1377,560,817
229887,2,1377,560,817
229957,1,82,5,77
229957,2,82,5,77
230010,1,1600,779,821
230010,2,1600,779,821
230038,1,39577,20847,18730
230038,2,35781,18575,17206
230038,4,3796,2272,1524
230047,1,3463,1429,2034
230047,2,3463,1429,2034
230056,1,264,68,196
230056,2,258,64,194
230056,4,6,4,2
230065,1,278,11,267
230065,2,278,11,267
230135,1,63,5,58
230135,2,63,5,58
230144,1,39,1,38
230144,2,39,1,38
230162,1,6024,3471,2553
230162,2,6024,3471,2553
230171,1,10945,5032,5913
230171,2,10945,5032,5913
230199,1,50,1,49
230199,2,50,1,49
230205,1,42,2,40
230205,2,42,2,40
230214,1,386,45,341
230214,2,386,45,341
230366,1,635,154,481
230366,2,635,154,481
230418,1,2986,1731,1255
230418,2,2986,1731,1255
230490,1,4372,2761,1611
230490,2,4372,2761,1611
230597,1,6020,2848,3172
230597,2,6020,2848,3172
230603,1,16174,6285,9889
230603,2,14451,5613,8838
230603,4,1723,672,1051
230621,1,329,97,232
230621,2,329,97,232
230630,1,267,137,130
230630,2,267,137,130
230676,1,2304,1423,881
230676,2,2304,1423,881
230728,1,35164,16043,19121
230728,2,29981,13942,16039
230728,4,5183,2101,3082
230737,1,43356,23872,19484
230737,2,43017,23645,19372
230737,4,339,227,112
230746,1,43197,21297,21900
230746,2,43197,21297,21900
230764,1,36949,20509,16440
230764,2,28297,15696,12601
230764,4,8652,4813,3839
230782,1,32760,15189,17571
230782,2,31790,14708,17082
230782,4,970,481,489
230807,1,3298,1477,1821
230807,2,2512,1118,1394
230807,4,786,359,427
230816,1,877,324,553
230816,2,758,284,474
230816,4,119,40,79
230834,1,3087,1290,1797
230834,2,2188,1053,1135
230834,4,899,237,662
230852,1,5832,3205,2627
230852,2,4680,2708,1972
230852,4,1152,497,655
230861,1,9497,3032,6465
230861,2,9497,3032,6465
230889,1,640,176,464
230889,2,236,77,159
230889,4,404,99,305
230898,1,950,413,537
230898,2,633,313,320
230898,4,317,100,217
230913,1,1904,602,1302
230913,2,1627,547,1080
230913,4,277,55,222
230931,1,1519,804,715
230931,2,1345,787,558
230931,4,174,17,157
230940,1,295,141,154
230940,2,295,141,154
230959,1,4749,2078,2671
230959,2,3849,1802,2047
230959,4,900,276,624
230977,1,450,247,203
230977,2,450,247,203
230995,1,4556,3458,1098
230995,2,3207,2554,653
230995,4,1349,904,445
231004,1,131,11,120
231004,2,131,11,120
231059,1,3123,1156,1967
231059,2,2094,955,1139
231059,4,1029,201,828
231068,1,466,151,315
231068,4,466,151,315
231077,1,401,182,219
231077,2,284,140,144
231077,4,117,42,75
231086,1,524,205,319
231086,2,524,205,319
231095,1,187,98,89
231095,2,187,98,89
231147,1,682,266,416
231147,4,682,266,416
231165,1,1955,1051,904
231165,2,1955,1051,904
231174,1,14832,6492,8340
231174,2,12804,5649,7155
231174,4,2028,843,1185
231280,1,105,14,91
231280,2,105,14,91
231411,1,1006,956,50
231411,2,1006,956,50
231420,1,904,430,474
231420,2,883,425,458
231420,4,21,5,16
231536,1,5834,2413,3421
231536,2,5834,2413,3421
231554,1,1245,513,732
231554,2,1223,506,717
231554,4,22,7,15
231581,1,1896,898,998
231581,2,1896,898,998
231624,1,9735,4297,5438
231624,2,6890,2993,3897
231624,4,2845,1304,1541
231651,1,9273,3565,5708
231651,2,3758,1458,2300
231651,4,5515,2107,3408
231688,1,46,4,42
231688,2,46,4,42
231697,1,6144,2969,3175
231697,2,6144,2969,3175
231712,1,5358,2295,3063
231712,2,5150,2241,2909
231712,4,208,54,154
231721,1,64,5,59
231721,2,64,5,59
231785,1,829,219,610
231785,2,829,219,610
231828,1,887,119,768
231828,2,887,119,768
231837,1,1174,222,952
231837,2,901,165,736
231837,4,273,57,216
231873,1,1806,750,1056
231873,2,1806,750,1056
231882,1,5007,2270,2737
231882,2,5007,2270,2737
231970,1,1304,519,785
231970,4,1304,519,785
232016,1,391,83,308
232016,2,391,83,308
232025,1,1158,571,587
232025,2,1050,541,509
232025,4,108,30,78
232043,1,2503,780,1723
232043,2,1482,493,989
232043,4,1021,287,734
232052,1,987,373,614
232052,2,987,373,614
232089,1,1396,764,632
232089,2,1396,764,632
232186,1,44713,20188,24525
232186,2,30789,14492,16297
232186,4,13924,5696,8228
232195,1,9520,3832,5688
232195,2,9520,3832,5688
232256,1,1112,1108,4
232256,2,1112,1108,4
232265,1,4858,1665,3193
232265,2,3877,1360,2517
232265,4,981,305,676
232308,1,1004,81,923
232308,2,674,13,661
232308,4,330,68,262
232414,1,16236,6496,9740
232414,2,16236,6496,9740
232423,1,23782,9717,14065
232423,2,21306,9001,12305
232423,4,2476,716,1760
232450,1,14135,5791,8344
232450,2,14135,5791,8344
232502,1,249,33,216
232502,2,249,33,216
232557,1,109921,45169,64752
232557,2,65425,27495,37930
232557,4,44496,17674,26822
232566,1,5947,1826,4121
232566,2,5256,1721,3535
232566,4,691,105,586
232575,1,9236,3466,5770
232575,2,9236,3466,5770
232609,1,3105,1155,1950
232609,2,2227,900,1327
232609,4,878,255,623
232618,1,214,16,198
232618,2,214,16,198
232672,1,2152,244,1908
232672,2,1621,142,1479
232672,4,531,102,429
232681,1,5226,1865,3361
232681,2,4761,1729,3032
232681,4,465,136,329
232706,1,4039,1280,2759
232706,2,2748,967,1781
232706,4,1291,313,978
232724,1,31,3,28
232724,2,31,3,28
232788,1,3671,1473,2198
232788,2,3671,1473,2198
232797,1,2169,480,1689
232797,2,2034,406,1628
232797,4,135,74,61
232867,1,6605,3341,3264
232867,2,6605,3341,3264
232885,1,576,52,524
232885,2,576,52,524
232919,1,942,859,83
232919,2,942,859,83
232937,1,5779,2023,3756
232937,2,5078,1839,3239
232937,4,701,184,517
232946,1,75858,36810,39048
232946,2,75858,36810,39048
232982,1,29109,13079,16030
232982,2,22680,10391,12289
232982,4,6429,2688,3741
233019,1,3322,1287,2035
233019,2,3322,1287,2035
233037,1,2114,697,1417
233037,2,2114,697,1417
233082,1,154,14,140
233082,2,154,14,140
233091,1,637,129,508
233091,2,637,129,508
233116,1,7595,3123,4472
233116,2,7595,3123,4472
233277,1,10513,4425,6088
233277,2,9379,4174,5205
233277,4,1134,251,883
233286,1,137,5,132
233286,2,137,5,132
233295,1,1461,667,794
233295,2,1461,667,794
233301,1,721,247,474
233301,2,702,240,462
233301,4,19,7,12
233310,1,4690,1737,2953
233310,2,4690,1737,2953
233329,1,546,103,443
233329,2,546,103,443
233338,1,2602,975,1627
233338,2,2602,975,1627
233356,1,647,46,601
233356,2,647,46,601
233374,1,5102,2199,2903
233374,2,3910,1755,2155
233374,4,1192,444,748
233408,1,341,28,313
233408,2,341,28,313
233426,1,2098,849,1249
233426,2,2098,849,1249
233480,1,25,7,18
233480,2,25,7,18
233541,1,5220,1678,3542
233541,2,2608,1010,1598
233541,4,2612,668,1944
233611,1,817,414,403
233611,2,817,414,403
233639,1,6271,2253,4018
233639,2,6271,2253,4018
233648,1,3545,1479,2066
233648,2,3545,1479,2066
233666,1,41,0,41
233666,2,41,0,41
233684,1,10079,4341,5738
233684,2,6917,3039,3878
233684,4,3162,1302,1860
233718,1,398,23,375
233718,2,394,23,371
233718,4,4,0,4
233754,1,13966,5748,8218
233754,2,13966,5748,8218
233772,1,37428,15616,21812
233772,2,37428,15616,21812
233842,1,189,70,119
233842,4,189,70,119
233897,1,3426,1126,2300
233897,2,3426,1126,2300
233903,1,3022,1176,1846
233903,2,3022,1176,1846
233921,1,34426,19775,14651
233921,2,26211,15153,11058
233921,4,8215,4622,3593
233949,1,11850,5646,6204
233949,2,11850,5646,6204
234030,1,34310,14348,19962
234030,2,26329,11268,15061
234030,4,7981,3080,4901
234076,1,27523,12551,14972
234076,2,18930,8508,10422
234076,4,8593,4043,4550
234085,1,1762,1573,189
234085,2,1762,1573,189
234119,1,70,15,55
234119,2,70,15,55
234137,1,409,271,138
234137,2,380,259,121
234137,4,29,12,17
234155,1,5073,2150,2923
234155,2,4542,1928,2614
234155,4,531,222,309
234164,1,2112,937,1175
234164,2,1626,693,933
234164,4,486,244,242
234173,1,1572,566,1006
234173,2,1572,566,1006
234191,1,188,71,117
234191,2,188,71,117
234207,1,2185,1129,1056
234207,2,1867,947,920
234207,4,318,182,136
234359,1,326,229,97
234359,2,326,229,97
234377,1,3916,1473,2443
234377,2,3916,1473,2443
