UNITID,EFFYLEV,EFYTOTLT,EFYTOTLM,EFYTOTLW
422835,2,303,54,249
423120,1,704,31,673
423120,2,704,31,673
423397,1,44,44,0
423397,2,44,44,0
423643,1,3669,1844,1825
423643,4,3669,1844,1825
423652,1,689,243,446
423652,2,689,243,446
423980,1,1732,887,845
423980,2,1732,887,845
425250,1,180,25,155
425250,2,180,25,155
425889,1,509,73,436
425889,2,509,73,436
425986,1,496,56,440
425986,2,496,56,440
426314,1,20833,17956,2877
426314,2,14848,13184,1664
426314,4,5985,4772,1213
427308,1,218,23,195
427308,2,218,23,195
427335,1,32,0,32
427335,2,32,0,32
427894,1,256,244,12
427894,2,256,244,12
427919,1,246,103,143
427919,2,246,103,143
427973,1,384,349,35
427973,2,384,349,35
427982,1,389,31,358
427982,2,389,31,358
427991,1,849,485,364
427991,2,849,485,364
428000,1,182,91,91
428000,2,182,91,91
428019,1,308,140,168
428019,2,308,140,168
428055,1,464,135,329
428055,2,464,135,329
428073,1,28,0,28
428073,2,28,0,28
428125,1,153,105,48
428125,2,153,105,48
428143,1,383,32,351
428143,2,383,32,351
428170,1,1135,190,945
428170,2,1135,190,945
428259,1,388,101,287
428259,2,299,78,221
428259,4,89,23,66
428268,1,716,209,507
428268,2,223,77,146
428268,4,493,132,361
428286,1,863,461,402
428286,2,863,461,402
428295,1,416,395,21
428295,2,416,395,21
428392,1,3348,1557,1791
428392,2,3348,1557,1791
428444,1,1449,742,707
428444,2,1449,742,707
429012,1,664,642,22
429012,2,664,642,22
429085,1,154,49,105
429085,4,154,49,105
429094,1,230,56,174
429094,4,230,56,174
429100,1,83,8,75
429100,2,83,8,75
429128,1,1471,88,1383
429128,2,1471,88,1383
430096,1,401,135,266
430096,2,401,135,266
430157,1,220,213,7
430157,2,220,213,7
430166,1,236,227,9
430166,2,236,227,9
430184,1,4883,1635,3248
430184,2,3622,1208,2414
430184,4,1261,427,834
430218,1,191,17,174
430218,2,191,17,174
430227,1,209,11,198
430227,2,209,11,198
430245,1,898,148,750
430245,2,898,148,750
430254,1,151,28,123
430254,2,151,28,123
430306,1,59,6,53
430306,2,59,6,53
430342,1,192,95,97
430342,2,192,95,97
430403,1,162,20,142
430403,2,162,20,142
430421,1,342,29,313
430421,2,342,29,313
430485,1,70,28,42
430485,2,70,28,42
430564,1,132,35,97
430564,2,132,35,97
430582,1,428,137,291
430582,2,428,137,291
430670,1,336,156,180
430670,2,37,12,25
430670,4,299,144,155
430704,1,175,59,116
430704,2,16,5,11
430704,4,159,54,105
430795,1,277,93,184
430795,2,277,93,184
430810,1,484,156,328
430810,2,399,130,269
430810,4,85,26,59
430883,1,58,3,55
430883,2,58,3,55
430908,1,102,11,91
430908,2,102,11,91
430935,1,1089,827,262
430935,2,1089,827,262
430971,1,113,19,94
430971,2,113,19,94
431017,1,118,46,72
431017,2,118,46,72
431071,1,115,25,90
431071,2,115,25,90
431099,1,155,4,151
431099,2,155,4,151
431105,1,188,18,170
431105,2,188,18,170
431123,1,550,546,4
431123,2,550,546,4
431141,1,2206,915,1291
431141,2,2206,915,1291
431169,1,158,33,125
431169,2,158,33,125
431187,1,58,55,3
431187,2,58,55,3
431196,1,173,18,155
431196,2,173,18,155
431202,1,65,3,62
431202,2,65,3,62
431266,1,76,6,70
431266,2,76,6,70
431275,1,100,9,91
431275,2,100,9,91
431284,1,109,14,95
431284,2,109,14,95
431309,1,30,15,15
431309,2,30,15,15
431558,1,400,119,281
431558,2,400,119,281
431594,1,22,0,22
431594,4,22,0,22
431600,1,115,19,96
431600,2,115,19,96
431691,1,36,9,27
431691,2,36,9,27
431707,1,38,3,35
431707,2,38,3,35
431716,1,525,270,255
431716,2,525,270,255
431770,1,40,7,33
431770,2,40,7,33
431886,1,912,152,760
431886,2,912,152,760
431929,1,374,78,296
431929,2,374,78,296
431956,1,222,45,177
431956,2,222,45,177
431965,1,162,61,101
431965,2,162,61,101
431983,1,117,117,0
431983,2,117,117,0
432074,1,207,85,122
432074,2,207,85,122
432117,1,168,11,157
432117,2,168,11,157
432223,1,484,219,265
432223,2,421,179,242
432223,4,63,40,23
432241,1,305,112,193
432241,2,281,101,180
432241,4,24,11,13
432269,1,184,159,25
432269,2,184,159,25
432302,1,476,100,376
432302,2,476,100,376
432348,1,112,69,43
432348,4,112,69,43
432357,1,242,58,184
432357,4,242,58,184
432384,1,689,166,523
432384,2,689,166,523
432524,1,171,66,105
432524,2,171,66,105
432533,1,1302,741,561
432533,2,1302,741,561
433004,1,361,102,259
433004,2,354,98,256
433004,4,7,4,3
433013,1,788,214,574
433013,2,788,214,574
433040,1,39,2,37
433040,2,39,2,37
433068,1,489,245,244
433068,2,489,245,244
433101,1,915,99,816
433101,2,915,99,816
433138,1,274,68,206
433138,2,274,68,206
433165,1,9,3,6
433165,2,9,3,6
433174,1,551,54,497
433174,2,551,54,497
433217,1,10,2,8
433217,4,10,2,8
433387,1,101229,37502,63727
433387,2,76073,28630,47443
433387,4,25156,8872,16284
433420,1,591,181,410
433420,2,564,166,398
433420,4,27,15,12
433466,1,793,90,703
433466,2,793,90,703
433536,1,798,125,673
433536,2,751,115,636
433536,4,47,10,37
433563,1,130,30,100
433563,2,130,30,100
433660,1,16674,7277,9397
433660,2,15223,6780,8443
433660,4,1451,497,954
433970,1,184,20,164
433970,2,184,20,164
434016,1,168,75,93
434016,2,168,75,93
434061,1,9727,4265,5462
434061,2,9727,4265,5462
434140,1,1624,377,1247
434140,2,1624,377,1247
434159,1,493,310,183
434159,2,493,310,183
434274,1,135,23,112
434274,2,135,23,112
434283,1,69,10,59
434283,2,69,10,59
434292,1,1,0,1
434292,2,1,0,1
434308,1,876,181,695
434308,2,876,181,695
434317,1,384,94,290
434317,2,384,94,290
434344,1,250,14,236
434344,2,250,14,236
434362,1,43,43,0
434362,2,43,43,0
434380,1,46,4,42
434380,2,46,4,42
434432,1,49,6,43
434432,2,49,6,43
434441,1,136,36,100
434441,4,136,36,100
434469,1,127,22,105
434469,2,127,22,105
434496,1,109,3,106
434496,2,109,3,106
434502,1,148,8,140
434502,2,148,8,140
434520,1,636,191,445
434520,2,636,191,445
434539,1,487,192,295
434539,2,487,192,295
434584,1,731,291,440
434584,2,731,291,440
434672,1,30387,12110,18277
434672,2,30387,12110,18277
434690,1,303,300,3
434690,2,303,300,3
434715,1,991,437,554
434715,4,991,437,554
434751,1,165,50,115
434751,2,165,50,115
434812,1,155,5,150
434812,2,155,5,150
434821,1,1448,101,1347
434821,2,1448,101,1347
434830,1,345,15,330
434830,2,345,15,330
434900,1,817,254,563
434900,2,817,254,563
434937,1,37,37,0
434937,2,37,37,0
434973,1,314,183,131
434973,2,275,162,113
434973,4,39,21,18
435000,1,1031,393,638
435000,2,56,15,41
435000,4,975,378,597
436003,1,267,40,227
436003,2,267,40,227
436012,1,379,29,350
436012,2,379,29,350
436021,1,60,12,48
436021,4,60,12,48
436030,1,366,12,354
436030,2,366,12,354
436067,1,51,5,46
436067,2,51,5,46
436094,1,770,200,570
436094,2,290,86,204
436094,4,480,114,366
436100,1,45,3,42
436100,2,45,3,42
436182,1,132,39,93
436182,2,132,39,93
436191,1,622,328,294
436191,2,622,328,294
436261,1,119,26,93
436261,4,119,26,93
436270,1,236,72,164
436270,2,236,72,164
436304,1,2682,1137,1545
436304,2,2682,1137,1545
436429,1,3747,2930,817
436429,2,3747,2930,817
436438,1,749,253,496
436438,2,341,140,201
436438,4,408,113,295
436465,1,348,83,265
436465,2,348,83,265
436483,1,469,123,346
436483,2,469,123,346
436553,1,354,78,276
436553,2,354,78,276
436599,1,119,44,75
436599,2,119,44,75
436614,1,90,58,32
436614,2,62,37,25
436614,4,28,21,7
436632,1,179,14,165
436632,2,179,14,165
436641,1,220,52,168
436641,2,220,52,168
436650,1,475,36,439
436650,2,475,36,439
436775,1,322,28,294
436775,2,322,28,294
436818,1,2830,1312,1518
436818,2,2830,1312,1518
436827,1,869,450,419
436827,2,869,450,419
436836,1,1984,969,1015
436836,2,1984,969,1015
437060,1,402,265,137
437060,2,402,265,137
437097,1,3277,2335,942
437097,2,2411,1717,694
437097,4,866,618,248
437103,1,11676,4731,6945
437103,2,11676,4731,6945
437237,1,118,110,8
437237,2,118,110,8
437316,1,456,97,359
437316,2,456,97,359
437325,1,520,104,416
437325,2,471,86,385
437325,4,49,18,31
437529,1,324,146,178
437529,2,324,146,178
437556,1,827,294,533
437556,2,827,294,533
437608,1,301,196,105
437608,2,301,196,105
437635,1,494,123,371
437635,2,494,123,371
437653,1,227,94,133
437653,2,227,94,133
437705,1,13,0,13
437705,2,13,0,13
437732,1,381,62,319
437732,2,381,62,319
437750,1,243,221,22
437750,2,243,221,22
437769,1,260,10,250
437769,2,260,10,250
437778,1,487,46,441
437778,2,487,46,441
437857,1,218,6,212
437857,2,218,6,212
437936,1,1191,157,1034
437936,2,1191,157,1034
438151,1,1631,988,643
438151,2,1452,862,590
438151,4,179,126,53
438179,1,630,163,467
438179,2,630,163,467
438212,1,391,145,246
438212,2,391,145,246
438221,1,496,127,369
438221,2,496,127,369
438258,1,860,134,726
438258,2,860,134,726
438267,1,350,121,229
438267,2,350,121,229
438285,1,732,114,618
438285,2,732,114,618
438337,1,306,110,196
438337,2,306,110,196
438498,1,7086,3054,4032
438498,2,5017,1731,3286
438498,4,2069,1323,746
438504,1,2463,2392,71
438504,2,2463,2392,71
438586,1,965,392,573
438586,2,849,350,499
438586,4,116,42,74
438647,1,516,170,346
438647,2,516,170,346
438656,1,696,86,610
438656,2,696,86,610
438674,1,114,11,103
438674,2,114,11,103
438708,1,1145,380,765
438708,2,1145,380,765
438735,1,277,255,22
438735,2,277,255,22
438805,1,896,297,599
438805,2,896,297,599
438869,1,68,12,56
438869,2,68,12,56
438902,1,429,106,323
438902,2,389,93,296
438902,4,40,13,27
438984,1,150,50,100
438984,2,150,50,100
439020,1,123,35,88
439020,2,32,11,21
439020,4,91,24,67
439057,1,189,57,132
439057,2,97,31,66
439057,4,92,26,66
439118,1,745,128,617
439118,2,745,128,617
439127,1,343,30,313
439127,2,343,30,313
439145,1,6349,2557,3792
439145,2,6349,2557,3792
439190,1,4733,2435,2298
439190,2,4733,2435,2298
439288,1,1630,673,957
439288,2,1590,657,933
439288,4,40,16,24
439297,1,301,82,219
439297,2,271,73,198
439297,4,30,9,21
439367,1,820,269,551
439367,2,820,269,551
439394,1,180,44,136
439394,2,16,5,11
439394,4,164,39,125
439446,1,202,48,154
439446,2,66,15,51
439446,4,136,33,103
439455,1,448,43,405
439455,2,448,43,405
439473,1,322,92,230
439473,2,322,92,230
439482,1,436,29,407
439482,2,436,29,407
439491,1,518,128,390
439491,2,518,128,390
439507,1,230,33,197
439507,2,230,33,197
439570,1,1071,77,994
439570,2,1071,77,994
439613,1,292,159,133
439613,2,292,159,133
439622,1,808,161,647
439622,2,808,161,647
439631,1,76,6,70
439631,2,76,6,70
439668,1,302,281,21
439668,2,302,281,21
439686,1,478,44,434
439686,2,478,44,434
439701,1,1025,489,536
439701,2,693,331,362
439701,4,332,158,174
439738,1,644,99,545
439738,2,644,99,545
439747,1,211,27,184
439747,2,211,27,184
439774,1,62,7,55
439774,2,62,7,55
439783,1,220,97,123
439783,2,94,39,55
439783,4,126,58,68
439792,1,601,74,527
439792,2,601,74,527
439817,1,175,105,70
439817,4,175,105,70
439844,1,82,1,81
439844,2,82,1,81
439862,1,121,61,60
439862,2,114,55,59
439862,4,7,6,1
439871,1,142,17,125
439871,2,142,17,125
439899,1,64,32,32
439899,2,64,32,32
439905,1,502,44,458
439905,2,502,44,458
439914,1,40,9,31
439914,4,40,9,31
439932,1,29,1,28
439932,2,29,1,28
439969,1,201,75,126
439969,2,74,31,43
439969,4,127,44,83
439978,1,61,4,57
439978,2,61,4,57
439996,1,126,28,98
439996,2,126,28,98
440004,1,42,18,24
440004,4,42,18,24
440031,1,520,223,297
440031,4,520,223,297
440059,1,1141,1050,91
440059,2,1141,1050,91
440077,1,49,3,46
440077,2,49,3,46
440086,1,501,122,379
440086,2,501,122,379
440101,1,245,11,234
440101,2,245,11,234
440174,1,134,10,124
440174,2,134,10,124
440217,1,29,2,27
440217,2,29,2,27
440226,1,108,2,106
440226,2,108,2,106
440262,1,682,658,24
440262,2,682,658,24
440271,1,166,61,105
440271,2,166,61,105
440323,1,312,29,283
440323,2,312,29,283
440332,1,576,123,453
440332,2,576,123,453
440341,1,1271,743,528
440341,2,1271,743,528
440396,1,184,86,98
440396,2,147,64,83
440396,4,37,22,15
440402,1,5737,2394,3343
440402,2,5737,2394,3343
440411,1,134,58,76
440411,2,5,3,2
440411,4,129,55,74
440420,1,149,112,37
440420,2,127,96,31
440420,4,22,16,6
440457,1,134,44,90
440457,2,133,44,89
440457,4,1,0,1
440466,1,114,45,69
440466,2,110,42,68
440466,4,4,3,1
440651,1,1722,486,1236
440651,2,1722,486,1236
440721,1,491,128,363
440721,2,491,128,363
440730,1,820,349,471
440730,2,820,349,471
440749,1,505,370,135
440749,2,505,370,135
440758,1,258,70,188
440758,2,258,70,188
440767,1,589,178,411
440767,2,589,178,411
440776,1,48,9,39
440776,2,48,9,39
440794,1,641,246,395
440794,2,641,246,395
440819,1,104,48,56
440819,2,104,48,56
440828,1,1376,628,748
440828,2,1119,547,572
440828,4,257,81,176
440855,1,268,13,255
440855,2,268,13,255
440873,1,1072,637,435
440873,2,1072,637,435
440882,1,249,173,76
440882,2,249,173,76
440891,1,242,199,43
440891,2,242,199,43
440907,1,742,199,543
440907,2,742,199,543
440916,1,620,283,337
440916,4,620,283,337
440925,1,141,52,89
440925,2,141,52,89
440952,1,425,102,323
440952,2,425,102,323
440989,1,964,768,196
440989,2,964,768,196
441016,1,780,72,708
441016,2,780,72,708
441025,1,1126,260,866
441025,2,1126,260,866
441052,1,2178,545,1633
441052,2,2178,545,1633
441070,1,150,55,95
441070,2,150,55,95
441089,1,717,682,35
441089,2,717,682,35
441104,1,406,93,313
441104,4,406,93,313
441131,1,307,93,214
441131,4,307,93,214
441168,1,141,14,127
441168,2,141,14,127
441201,1,66,14,52
441201,2,66,14,52
441210,1,231,126,105
441210,2,231,126,105
441229,1,1356,601,755
441229,2,1356,601,755
441256,1,160,2,158
441256,2,160,2,158
441308,1,2729,715,2014
441308,4,2729,715,2014
441317,1,42,9,33
441317,2,42,9,33
441335,1,26,2,24
441335,2,26,2,24
441353,1,8,1,7
441353,2,8,1,7
441362,1,578,73,505
441362,2,578,73,505
441371,1,530,58,472
441371,2,530,58,472
441380,1,481,326,155
441380,2,481,326,155
441405,1,84,10,74
441405,2,84,10,74
441414,1,365,124,241
441414,2,365,124,241
441423,1,588,94,494
441423,2,588,94,494
441478,1,281,195,86
441478,2,94,73,21
441478,4,187,122,65
441487,1,246,17,229
441487,2,246,17,229
441496,1,273,244,29
441496,2,273,244,29
441502,1,652,54,598
441502,2,652,54,598
441511,1,1264,440,824
441511,2,996,365,631
441511,4,268,75,193
441548,1,134,45,89
441548,2,134,45,89
441575,1,1023,136,887
441575,2,1023,136,887
441593,1,77,6,71
441593,2,77,6,71
441609,1,171,171,0
441609,2,171,171,0
441618,1,33,4,29
441618,2,33,4,29
441636,1,549,123,426
441636,2,549,123,426
441645,1,228,3,225
441645,2,228,3,225
441663,1,460,82,378
441663,2,460,82,378
441672,1,73,4,69
441672,2,73,4,69
441690,1,427,262,165
441690,2,392,244,148
441690,4,35,18,17
441706,1,143,74,69
441706,2,143,74,69
441742,1,1440,185,1255
441742,2,1440,185,1255
441760,1,3666,2020,1646
441760,2,3666,2020,1646
441779,1,97,3,94
441779,2,97,3,94
441788,1,880,824,56
441788,2,880,824,56
441830,1,99,23,76
441830,2,99,23,76
441858,1,250,35,215
441858,2,250,35,215
441876,1,333,8,325
441876,2,333,8,325
441900,1,4938,1194,3744
441900,2,4938,1194,3744
441919,1,754,162,592
441919,2,754,162,592
441928,1,1135,183,952
441928,2,1135,183,952
441937,1,6762,2374,4388
441937,2,6483,2304,4179
441937,4,279,70,209
441973,1,1415,746,669
441973,2,1415,746,669
441982,1,403,202,201
441982,2,403,202,201
442037,1,385,77,308
442037,2,385,77,308
442046,1,750,99,651
442046,2,750,99,651
442064,1,95,25,70
442064,4,95,25,70
442073,1,869,289,580
442073,2,869,289,580
442134,1,867,98,769
442134,2,867,98,769
442161,1,670,260,410
442161,2,588,224,364
442161,4,82,36,46
442204,1,179,31,148
442204,2,179,31,148
442213,1,72,0,72
442213,2,72,0,72
442222,1,615,167,448
442222,2,371,108,263
442222,4,244,59,185
442240,1,436,70,366
442240,2,436,70,366
442295,1,289,142,147
442295,4,289,142,147
442329,1,1483,1426,57
442329,2,1483,1426,57
442356,1,1693,215,1478
442356,2,1634,207,1427
442356,4,59,8,51
442383,1,293,42,251
442383,2,293,42,251
442392,1,159,50,109
442392,4,159,50,109
442408,1,297,259,38
442408,2,297,259,38
442426,1,671,61,610
442426,2,671,61,610
442435,1,93,27,66
442435,2,93,27,66
442523,1,95,29,66
442523,2,95,29,66
442569,1,16947,9070,7877
442569,2,14423,7673,6750
442569,4,2524,1397,1127
442578,1,148,32,116
442578,2,148,32,116
442602,1,785,129,656
442602,2,785,129,656
442611,1,1849,1762,87
442611,2,1849,1762,87
442620,1,456,61,395
442620,2,456,61,395
442639,1,224,153,71
442639,2,74,57,17
442639,4,150,96,54
442657,1,377,66,311
442657,2,377,66,311
442718,1,533,86,447
442718,2,533,86,447
442727,1,561,185,376
442727,2,561,185,376
442745,1,74,31,43
442745,2,74,31,43
442781,1,302,132,170
442781,2,302,132,170
442790,1,547,122,425
442790,2,547,122,425
442806,1,1637,793,844
442806,4,1637,793,844
442815,1,627,113,514
442815,2,627,113,514
442842,1,253,65,188
442842,2,84,29,55
442842,4,169,36,133
442879,1,1378,142,1236
442879,2,1378,142,1236
442888,1,255,204,51
442888,2,255,204,51
442897,1,167,52,115
442897,2,139,43,96
442897,4,28,9,19
442930,1,1360,539,821
442930,2,1314,512,802
442930,4,46,27,19
442949,1,98,0,98
442949,2,98,0,98
442967,1,199,26,173
442967,2,199,26,173
442976,1,186,31,155
442976,2,186,31,155
442985,1,265,68,197
442985,2,265,68,197
443021,1,155,137,18
443021,2,155,137,18
443030,1,79,22,57
443030,4,79,22,57
443049,1,632,398,234
443049,2,320,188,132
443049,4,312,210,102
443058,1,36,21,15
443058,2,36,21,15
443076,1,180,98,82
443076,4,180,98,82
443100,1,242,96,146
443100,2,242,96,146
443128,1,1664,813,851
443128,4,1664,813,851
443137,1,266,54,212
443137,2,266,54,212
443146,1,224,148,76
443146,2,224,148,76
443173,1,42,2,40
443173,2,42,2,40
443207,1,1057,1011,46
443207,2,1057,1011,46
443216,1,263,248,15
443216,2,263,248,15
443225,1,76,69,7
443225,2,76,69,7
443234,1,395,50,345
443234,2,395,50,345
443252,1,1232,1012,220
443252,2,1232,1012,220
443261,1,252,23,229
443261,2,252,23,229
443270,1,223,36,187
443270,2,223,36,187
443289,1,274,48,226
443289,2,274,48,226
443298,1,67,60,7
443298,2,67,60,7
443322,1,468,86,382
443322,2,468,86,382
443331,1,1961,469,1492
443331,2,1961,469,1492
443340,1,79,45,34
443340,2,63,34,29
443340,4,16,11,5
443359,1,136,93,43
443359,2,136,93,43
443377,1,199,190,9
443377,2,199,190,9
443395,1,340,84,256
443395,2,340,84,256
443410,1,1126,878,248
443410,2,1030,797,233
443410,4,96,81,15
443483,1,204,34,170
443483,2,204,34,170
443492,1,2643,1083,1560
443492,2,2643,1083,1560
443544,1,138,43,95
443544,2,133,40,93
443544,4,5,3,2
443562,1,1396,333,1063
443562,2,1220,274,946
443562,4,176,59,117
443571,1,120,92,28
443571,2,120,92,28
443599,1,1047,65,982
443599,2,714,47,667
443599,4,333,18,315
443623,1,1293,594,699
443623,2,1293,594,699
443632,1,142,107,35
443632,2,142,107,35
443641,1,264,9,255
443641,2,264,9,255
443650,1,943,209,734
443650,2,943,209,734
443669,1,585,74,511
443669,2,585,74,511
443678,1,146,6,140
443678,2,146,6,140
443696,1,32,14,18
443696,2,32,14,18
443702,1,42,22,20
443702,4,42,22,20
443748,1,552,50,502
443748,2,552,50,502
443766,1,3460,805,2655
443766,2,2582,617,1965
443766,4,878,188,690
443784,1,3327,1151,2176
443784,2,2615,890,1725
443784,4,712,261,451
443827,1,648,304,344
443827,2,648,304,344
443836,1,766,82,684
443836,2,766,82,684
443854,1,676,272,404
443854,2,676,272,404
443942,1,172,7,165
443942,2,172,7,165
443951,1,115,70,45
443951,2,115,70,45
443979,1,122,2,120
443979,2,122,2,120
444024,1,840,152,688
444024,2,840,152,688
444042,1,1914,543,1371
444042,2,1862,532,1330
444042,4,52,11,41
444051,1,151,7,144
444051,2,151,7,144
444088,1,471,105,366
444088,2,471,105,366
444103,1,20,18,2
444103,4,20,18,2
444130,1,15047,5108,9939
444130,2,259,69,190
444130,4,14788,5039,9749
444194,1,332,16,316
444194,2,332,16,316
444200,1,590,80,510
444200,2,590,80,510
444219,1,12490,5285,7205
444219,2,12490,5285,7205
444228,1,37,2,35
444228,2,37,2,35
444237,1,394,72,322
444237,2,394,72,322
444255,1,309,62,247
444255,2,309,62,247
444264,1,228,62,166
444264,2,228,62,166
444282,1,144,9,135
444282,2,144,9,135
444291,1,171,7,164
444291,2,171,7,164
444307,1,154,5,149
444307,2,154,5,149
444316,1,178,1,177
444316,2,178,1,177
444325,1,81,22,59
444325,2,81,22,59
444334,1,73,12,61
444334,2,73,12,61
444343,1,131,13,118
444343,2,131,13,118
444361,1,177,59,118
444361,2,177,59,118
444370,1,164,163,1
444370,2,164,163,1
444398,1,219,114,105
444398,2,219,114,105
444404,1,58,35,23
444404,2,58,35,23
444413,1,125,125,0
444413,2,105,105,0
444413,4,20,20,0
444422,1,231,9,222
444422,2,231,9,222
444440,1,123,17,106
444440,2,123,17,106
444468,1,38,3,35
444468,2,38,3,35
444486,1,595,24,571
444486,2,595,24,571
444510,1,211,32,179
444510,2,211,32,179
444529,1,184,25,159
444529,2,184,25,159
444547,1,29,2,27
444547,2,29,2,27
444556,1,317,137,180
444556,2,317,137,180
444565,1,449,195,254
444565,2,449,195,254
444583,1,1369,738,631
444583,2,1369,738,631
444592,1,150,12,138
444592,2,150,12,138
444608,1,69,4,65
444608,2,69,4,65
444635,1,114,17,97
444635,2,114,17,97
444644,1,63,4,59
444644,2,63,4,59
444653,1,82,1,81
444653,2,82,1,81
444662,1,84,67,17
444662,2,84,67,17
444671,1,315,157,158
444671,2,315,157,158
444680,1,323,159,164
444680,2,323,159,164
444699,1,55,21,34
444699,4,55,21,34
444705,1,36,12,24
444705,2,36,12,24
444714,1,355,44,311
444714,2,355,44,311
444732,1,308,112,196
444732,2,308,112,196
444769,1,321,46,275
444769,2,321,46,275
444778,1,152,75,77
444778,2,114,55,59
444778,4,38,20,18
444787,1,367,54,313
444787,2,367,54,313
444796,1,215,137,78
444796,2,215,137,78
444811,1,238,34,204
444811,2,238,34,204
444857,1,63,0,63
444857,2,63,0,63
444866,1,310,46,264
444866,2,310,46,264
444893,1,790,115,675
444893,2,790,115,675
444909,1,15,1,14
444909,2,15,1,14
444927,1,452,246,206
444927,2,452,246,206
444936,1,54,9,45
444936,2,54,9,45
444945,1,696,36,660
444945,2,696,36,660
444954,1,2869,1537,1332
444954,2,2869,1537,1332
444972,1,387,193,194
444972,2,387,193,194
444990,1,585,195,390
444990,2,585,195,390
445027,1,23542,7493,16049
445027,2,21094,6706,14388
445027,4,2448,787,1661
445054,1,28,27,1
445054,4,28,27,1
445090,1,1123,222,901
445090,2,1123,222,901
445115,1,634,319,315
445115,2,634,319,315
445124,1,68,27,41
445124,2,68,27,41
445133,1,742,305,437
445133,2,565,229,336
445133,4,177,76,101
445188,1,7013,3435,3578
445188,2,6551,3175,3376
445188,4,462,260,202
445203,1,654,99,555
445203,2,654,99,555
445212,1,428,78,350
445212,2,428,78,350
445230,1,1510,331,1179
445230,2,1510,331,1179
445249,1,444,38,406
445249,2,444,38,406
445258,1,403,146,257
445258,2,403,146,257
445267,1,6757,2216,4541
445267,2,6358,2123,4235
445267,4,399,93,306
445300,1,296,139,157
445300,2,296,139,157
445319,1,88,41,47
445319,2,81,37,44
445319,4,7,4,3
445328,1,549,72,477
445328,2,549,72,477
445346,1,324,36,288
445346,2,324,36,288
445364,1,856,129,727
445364,2,856,129,727
445391,1,109,49,60
445391,2,108,48,60
445391,4,1,1,0
445434,1,717,274,443
445434,2,717,274,443
445461,1,1024,434,590
445461,2,1024,434,590
445498,1,64,64,0
445498,2,64,64,0
445540,1,128,9,119
445540,2,128,9,119
445559,1,481,340,141
445559,2,481,340,141
445577,1,370,91,279
445577,2,370,91,279
445638,1,74,11,63
445638,2,74,11,63
445647,1,149,6,143
445647,2,149,6,143
445656,1,241,16,225
445656,2,241,16,225
445692,1,473,425,48
445692,2,473,425,48
445708,1,2454,835,1619
445708,2,2454,835,1619
445726,1,354,182,172
445726,2,354,182,172
445735,1,1634,708,926
445735,2,465,110,355
